sample	chrom	start	end	maxP	lowP	highP	width	status
1	HanXRQChr08	74000000	75000000	0.79	0.73	0.85	0.12	P2
1	HanXRQChr08	75000000	76000000	0	0	0.01	0.01	P1
1	HanXRQChr08	76000000	77000000	0	0	0.01	0.01	P1
1	HanXRQChr08	77000000	78000000	0.82	0.72	0.9	0.18	P2
1	HanXRQChr08	78000000	79000000	0.98	0.93	1	0.07	P2
1	HanXRQChr08	79000000	80000000	1	0.97	1	0.03	P2
1	HanXRQChr08	80000000	81000000	0.2	0.15	0.25	0.1	P1
1	HanXRQChr08	81000000	82000000	0.29	0.22	0.37	0.15	P1
1	HanXRQChr08	83000000	84000000	0.94	0.78	1	0.22	P2
1	HanXRQChr08	84000000	85000000	0.98	0.93	1	0.07	P2
1	HanXRQChr08	85000000	86000000	1	0.96	1	0.04	P2
1	HanXRQChr08	86000000	87000000	0.88	0.74	0.97	0.23	P2
1	HanXRQChr08	87000000	88000000	1	0.96	1	0.04	P2
1	HanXRQChr08	88000000	89000000	0.99	0.96	1	0.04	P2
1	HanXRQChr08	89000000	90000000	0.95	0.84	1	0.16	P2
1	HanXRQChr08	90000000	91000000	1	0.98	1	0.02	P2
1	HanXRQChr08	91000000	92000000	0.99	0.96	1	0.04	P2
1	HanXRQChr08	92000000	93000000	0.96	0.89	1	0.11	P2
1	HanXRQChr08	93000000	94000000	0.97	0.92	0.99	0.07	P2
1	HanXRQChr08	94000000	95000000	1	0.97	1	0.03	P2
1	HanXRQChr08	95000000	96000000	0.72	0.65	0.79	0.14	P2
1	HanXRQChr08	96000000	97000000	0.42	0.35	0.49	0.14	P1
1	HanXRQChr08	97000000	98000000	0.99	0.96	1	0.04	P2
1	HanXRQChr08	98000000	99000000	1	0.97	1	0.03	P2
1	HanXRQChr08	99000000	100000000	0.98	0.94	1	0.0600000000000001	P2
1	HanXRQChr08	100000000	101000000	0.6	0.54	0.66	0.12	P2
1	HanXRQChr08	101000000	102000000	0.99	0.95	1	0.05	P2
1	HanXRQChr08	102000000	103000000	0.9	0.76	0.99	0.23	P2
1	HanXRQChr08	103000000	104000000	0.09	0.05	0.13	0.08	P1
1	HanXRQChr08	104000000	105000000	0	0	0.03	0.03	P1
1	HanXRQChr08	105000000	106000000	0	0	0.01	0.01	P1
1	HanXRQChr08	106000000	107000000	1	0.81	1	0.19	P2
1	HanXRQChr08	107000000	108000000	0.99	0.94	1	0.0600000000000001	P2
1	HanXRQChr08	108000000	109000000	0.96	0.87	1	0.13	P2
1	HanXRQChr08	109000000	110000000	1	0.96	1	0.04	P2
1	HanXRQChr08	110000000	111000000	0.98	0.93	1	0.07	P2
1	HanXRQChr08	111000000	112000000	0.47	0.4	0.53	0.13	admixed
1	HanXRQChr08	112000000	113000000	0	0	0.06	0.06	P1
1	HanXRQChr08	113000000	114000000	0	0	0.02	0.02	P1
1	HanXRQChr08	114000000	115000000	0	0	0.02	0.02	P1
1	HanXRQChr08	115000000	116000000	0	0	0.01	0.01	P1
1	HanXRQChr08	116000000	117000000	0	0	0.01	0.01	P1
1	HanXRQChr08	117000000	118000000	0	0	0.01	0.01	P1
1	HanXRQChr08	118000000	119000000	0	0	0.05	0.05	P1
1	HanXRQChr08	119000000	120000000	0	0	0.03	0.03	P1
1	HanXRQChr08	120000000	121000000	0	0	0.02	0.02	P1
1	HanXRQChr08	121000000	122000000	0	0	0.01	0.01	P1
1	HanXRQChr08	122000000	123000000	0	0	0.01	0.01	P1
1	HanXRQChr08	123000000	124000000	0	0	0.01	0.01	P1
1	HanXRQChr08	124000000	125000000	0	0	0.01	0.01	P1
1	HanXRQChr08	125000000	126000000	0	0	0.01	0.01	P1
1	HanXRQChr08	126000000	127000000	0	0	0.02	0.02	P1
1	HanXRQChr08	127000000	128000000	0	0	0.01	0.01	P1
1	HanXRQChr08	128000000	129000000	0	0	0.02	0.02	P1
1	HanXRQChr08	129000000	130000000	0	0	0.01	0.01	P1
1	HanXRQChr08	130000000	131000000	0	0	0.02	0.02	P1
1	HanXRQChr08	131000000	132000000	0	0	0.04	0.04	P1
1	HanXRQChr08	132000000	133000000	0	0	0.02	0.02	P1
1	HanXRQChr08	133000000	134000000	0	0	0.04	0.04	P1
1	HanXRQChr08	134000000	135000000	0	0	0.02	0.02	P1
1	HanXRQChr08	135000000	136000000	0	0	0.01	0.01	P1
1	HanXRQChr08	136000000	137000000	0	0	0.03	0.03	P1
1	HanXRQChr08	137000000	138000000	0	0	0.04	0.04	P1
1	HanXRQChr08	138000000	139000000	0	0	0.04	0.04	P1
1	HanXRQChr08	139000000	140000000	0	0	0.03	0.03	P1
1	HanXRQChr08	140000000	141000000	0	0	0.02	0.02	P1
1	HanXRQChr08	141000000	142000000	0	0	0.03	0.03	P1
1	HanXRQChr08	142000000	143000000	0	0	0.07	0.07	P1
1	HanXRQChr08	143000000	144000000	0	0	0.01	0.01	P1
1	HanXRQChr08	144000000	145000000	0	0	0.02	0.02	P1
1	HanXRQChr08	145000000	146000000	0	0	0.01	0.01	P1
1	HanXRQChr08	146000000	147000000	0	0	0.03	0.03	P1
1	HanXRQChr08	147000000	148000000	0	0	0.02	0.02	P1
1	HanXRQChr08	148000000	149000000	1	0.97	1	0.03	P2
1	HanXRQChr08	149000000	150000000	1	0.97	1	0.03	P2
1	HanXRQChr08	150000000	151000000	0.97	0.92	1	0.08	P2
1	HanXRQChr08	151000000	152000000	0.97	0.91	1	0.09	P2
1	HanXRQChr08	152000000	153000000	1	0.95	1	0.05	P2
1	HanXRQChr08	153000000	154000000	0.85	0.52	1	0.48	P2
1	HanXRQChr09	0	1000000	0.18	0.04	0.37	0.33	P1
1	HanXRQChr09	1000000	2000000	0.36	0.22	0.51	0.29	admixed
1	HanXRQChr09	2000000	3000000	1	0.86	1	0.14	P2
1	HanXRQChr09	3000000	4000000	0.93	0.85	0.99	0.14	P2
1	HanXRQChr09	4000000	5000000	0.94	0.75	1	0.25	P2
1	HanXRQChr09	5000000	6000000	0.53	0.41	0.65	0.24	admixed
1	HanXRQChr09	6000000	7000000	0	0	0.01	0.01	P1
1	HanXRQChr09	7000000	8000000	0.01	0	0.09	0.09	P1
1	HanXRQChr09	8000000	9000000	0	0	0.03	0.03	P1
1	HanXRQChr09	9000000	10000000	0	0	0.01	0.01	P1
1	HanXRQChr09	10000000	11000000	0.6	0.51	0.69	0.18	P2
1	HanXRQChr09	11000000	12000000	1	0.1	1	0.9	NA
1	HanXRQChr09	12000000	13000000	0.87	0.78	0.95	0.17	P2
1	HanXRQChr09	13000000	14000000	0.81	0.68	0.92	0.24	P2
1	HanXRQChr09	14000000	15000000	0.28	0.16	0.42	0.26	P1
1	HanXRQChr09	15000000	16000000	0	0	0.01	0.01	P1
1	HanXRQChr09	16000000	17000000	0.42	0.22	0.65	0.43	admixed
1	HanXRQChr09	17000000	18000000	1	0.91	1	0.09	P2
1	HanXRQChr09	18000000	19000000	0.88	0.76	0.97	0.21	P2
1	HanXRQChr09	19000000	20000000	1	0.96	1	0.04	P2
1	HanXRQChr09	20000000	21000000	0.06	0	0.14	0.14	P1
1	HanXRQChr09	21000000	22000000	0	0	0.07	0.07	P1
1	HanXRQChr09	22000000	23000000	0	0	0.08	0.08	P1
1	HanXRQChr09	23000000	24000000	0.49	0.38	0.61	0.23	admixed
1	HanXRQChr09	24000000	25000000	0.94	0.84	1	0.16	P2
1	HanXRQChr09	25000000	26000000	1	0.87	1	0.13	P2
1	HanXRQChr09	26000000	27000000	0.87	0.71	0.98	0.27	P2
1	HanXRQChr09	27000000	28000000	1	0.97	1	0.03	P2
1	HanXRQChr09	28000000	29000000	1	0.9	1	0.1	P2
1	HanXRQChr09	29000000	30000000	0.97	0.9	1	0.1	P2
1	HanXRQChr09	30000000	31000000	0.94	0.87	0.99	0.12	P2
1	HanXRQChr09	31000000	32000000	0.85	0.69	0.99	0.3	P2
1	HanXRQChr09	32000000	33000000	0.92	0.83	0.98	0.15	P2
1	HanXRQChr09	33000000	34000000	0.94	0.79	1	0.21	P2
1	HanXRQChr09	34000000	35000000	1	0.9	1	0.1	P2
1	HanXRQChr09	35000000	36000000	1	0.84	1	0.16	P2
1	HanXRQChr09	36000000	37000000	0.94	0.77	1	0.23	P2
1	HanXRQChr09	37000000	38000000	0.91	0.8	1	0.2	P2
1	HanXRQChr09	38000000	39000000	0.95	0.84	1	0.16	P2
1	HanXRQChr09	39000000	40000000	1	0.84	1	0.16	P2
1	HanXRQChr09	40000000	41000000	1	0.81	1	0.19	P2
1	HanXRQChr09	41000000	42000000	1	0.91	1	0.09	P2
1	HanXRQChr09	42000000	43000000	1	0.92	1	0.08	P2
1	HanXRQChr09	43000000	44000000	1	0.83	1	0.17	P2
1	HanXRQChr09	44000000	45000000	1	0.69	1	0.31	P2
1	HanXRQChr09	45000000	46000000	0.99	0.91	1	0.09	P2
1	HanXRQChr09	46000000	47000000	1	0.97	1	0.03	P2
1	HanXRQChr09	47000000	48000000	0.94	0.9	0.98	0.08	P2
1	HanXRQChr09	48000000	49000000	0.92	0.86	0.97	0.11	P2
1	HanXRQChr09	49000000	50000000	1	0.94	1	0.0600000000000001	P2
1	HanXRQChr09	50000000	51000000	0.95	0.9	0.99	0.09	P2
1	HanXRQChr09	51000000	52000000	1	0.96	1	0.04	P2
1	HanXRQChr09	52000000	53000000	0.94	0.85	0.99	0.14	P2
1	HanXRQChr09	53000000	54000000	1	0.43	1	0.57	admixed
1	HanXRQChr09	54000000	55000000	0.98	0.91	1	0.09	P2
1	HanXRQChr09	55000000	56000000	1	0.88	1	0.12	P2
1	HanXRQChr09	56000000	57000000	0.99	0.96	1	0.04	P2
1	HanXRQChr09	57000000	58000000	0.97	0.9	1	0.1	P2
1	HanXRQChr09	58000000	59000000	0.91	0.84	0.96	0.12	P2
1	HanXRQChr09	59000000	60000000	1	0.51	1	0.49	P2
1	HanXRQChr09	60000000	61000000	0.93	0.84	0.98	0.14	P2
1	HanXRQChr09	61000000	62000000	0.98	0.95	1	0.05	P2
1	HanXRQChr09	62000000	63000000	0.97	0.93	1	0.07	P2
1	HanXRQChr09	63000000	64000000	0.96	0.92	0.99	0.07	P2
1	HanXRQChr09	64000000	65000000	0.86	0.78	0.92	0.14	P2
1	HanXRQChr09	65000000	66000000	0.93	0.86	0.98	0.12	P2
1	HanXRQChr09	66000000	67000000	0.95	0.91	0.98	0.07	P2
1	HanXRQChr09	67000000	68000000	0.96	0.88	1	0.12	P2
1	HanXRQChr09	68000000	69000000	0.94	0.86	0.99	0.13	P2
1	HanXRQChr09	69000000	70000000	1	0.84	1	0.16	P2
1	HanXRQChr09	70000000	71000000	0.92	0.82	0.98	0.16	P2
1	HanXRQChr09	71000000	72000000	0.89	0.82	0.95	0.13	P2
1	HanXRQChr09	72000000	73000000	0.96	0.91	0.99	0.08	P2
1	HanXRQChr09	73000000	74000000	0.94	0.84	0.99	0.15	P2
1	HanXRQChr09	74000000	75000000	0.98	0.91	1	0.09	P2
1	HanXRQChr09	75000000	76000000	0.98	0.95	1	0.05	P2
1	HanXRQChr09	76000000	77000000	0.96	0.86	1	0.14	P2
1	HanXRQChr09	78000000	79000000	1	0.85	1	0.15	P2
1	HanXRQChr09	79000000	80000000	0.95	0.87	1	0.13	P2
1	HanXRQChr09	80000000	81000000	0.94	0.83	1	0.17	P2
1	HanXRQChr09	81000000	82000000	0.95	0.9	0.98	0.08	P2
1	HanXRQChr09	82000000	83000000	0.95	0.89	0.99	0.1	P2
1	HanXRQChr09	83000000	84000000	0.98	0.93	1	0.07	P2
1	HanXRQChr09	84000000	85000000	0.97	0.91	1	0.09	P2
1	HanXRQChr09	85000000	86000000	1	0.93	1	0.07	P2
1	HanXRQChr09	86000000	87000000	0.98	0.94	1	0.0600000000000001	P2
1	HanXRQChr09	87000000	88000000	0.84	0.73	0.94	0.21	P2
1	HanXRQChr09	88000000	89000000	1	0.94	1	0.0600000000000001	P2
1	HanXRQChr09	89000000	90000000	0.98	0.91	1	0.09	P2
1	HanXRQChr09	90000000	91000000	0.88	0.76	0.96	0.2	P2
1	HanXRQChr09	91000000	92000000	0.79	0.68	0.88	0.2	P2
1	HanXRQChr09	92000000	93000000	0.89	0.81	0.96	0.15	P2
1	HanXRQChr09	93000000	94000000	0.89	0.8	0.97	0.17	P2
1	HanXRQChr09	94000000	95000000	0.89	0.8	0.96	0.16	P2
1	HanXRQChr09	95000000	96000000	0.94	0.85	0.99	0.14	P2
1	HanXRQChr09	96000000	97000000	0.98	0.93	1	0.07	P2
1	HanXRQChr09	97000000	98000000	1	0.98	1	0.02	P2
1	HanXRQChr09	98000000	99000000	1	0.48	1	0.52	admixed
1	HanXRQChr09	100000000	101000000	0.94	0.81	1	0.19	P2
1	HanXRQChr09	101000000	102000000	0.96	0.91	0.99	0.08	P2
1	HanXRQChr09	102000000	103000000	0.89	0.84	0.94	0.1	P2
1	HanXRQChr09	103000000	104000000	1	0.95	1	0.05	P2
1	HanXRQChr09	104000000	105000000	0.98	0.95	1	0.05	P2
1	HanXRQChr09	105000000	106000000	0.96	0.89	1	0.11	P2
1	HanXRQChr09	106000000	107000000	0.18	0.11	0.27	0.16	P1
1	HanXRQChr09	107000000	108000000	0	0	0.01	0.01	P1
1	HanXRQChr09	108000000	109000000	0	0	0.01	0.01	P1
1	HanXRQChr09	109000000	110000000	0	0	0.01	0.01	P1
1	HanXRQChr09	110000000	111000000	0	0	0.1	0.1	P1
1	HanXRQChr09	111000000	112000000	0	0	0.02	0.02	P1
1	HanXRQChr09	112000000	113000000	0	0	0.01	0.01	P1
1	HanXRQChr09	113000000	114000000	0	0	0.02	0.02	P1
1	HanXRQChr09	114000000	115000000	0	0	0.03	0.03	P1
1	HanXRQChr09	115000000	116000000	0	0	0.01	0.01	P1
1	HanXRQChr09	116000000	117000000	0.02	0	0.06	0.06	P1
1	HanXRQChr09	117000000	118000000	1	0.98	1	0.02	P2
1	HanXRQChr09	118000000	119000000	1	0.65	1	0.35	P2
1	HanXRQChr09	119000000	120000000	0.97	0.9	1	0.1	P2
1	HanXRQChr09	120000000	121000000	0.94	0.86	1	0.14	P2
1	HanXRQChr09	121000000	122000000	0.97	0.84	1	0.16	P2
1	HanXRQChr09	122000000	123000000	0.96	0.89	1	0.11	P2
1	HanXRQChr09	123000000	124000000	0.95	0.88	1	0.12	P2
1	HanXRQChr09	124000000	125000000	0.97	0.91	1	0.09	P2
1	HanXRQChr09	125000000	126000000	1	0.95	1	0.05	P2
1	HanXRQChr09	126000000	127000000	1	0.72	1	0.28	P2
1	HanXRQChr09	127000000	128000000	0.92	0.85	0.97	0.12	P2
1	HanXRQChr09	128000000	129000000	0.96	0.92	0.99	0.07	P2
1	HanXRQChr09	129000000	130000000	0.98	0.96	1	0.04	P2
1	HanXRQChr09	130000000	131000000	1	0.98	1	0.02	P2
1	HanXRQChr09	131000000	132000000	0.97	0.93	0.99	0.0599999999999999	P2
1	HanXRQChr09	132000000	133000000	1	0.97	1	0.03	P2
1	HanXRQChr09	133000000	134000000	0.97	0.94	0.99	0.05	P2
1	HanXRQChr09	134000000	135000000	0.84	0.76	0.9	0.14	P2
1	HanXRQChr09	135000000	136000000	0.86	0.81	0.91	0.1	P2
1	HanXRQChr09	136000000	137000000	0.28	0.24	0.33	0.09	P1
1	HanXRQChr09	137000000	138000000	0	0	0.02	0.02	P1
1	HanXRQChr09	138000000	139000000	1	0.99	1	0.01	P2
1	HanXRQChr09	139000000	140000000	1	0.99	1	0.01	P2
1	HanXRQChr09	140000000	141000000	1	0.99	1	0.01	P2
1	HanXRQChr09	141000000	142000000	1	0.96	1	0.04	P2
1	HanXRQChr09	142000000	143000000	0.98	0.93	1	0.07	P2
1	HanXRQChr09	143000000	144000000	0.99	0.96	1	0.04	P2
1	HanXRQChr09	144000000	145000000	0.99	0.93	1	0.07	P2
1	HanXRQChr09	145000000	146000000	0.29	0.24	0.34	0.1	P1
1	HanXRQChr09	146000000	147000000	0	0	0.01	0.01	P1
1	HanXRQChr09	147000000	148000000	0	0	0.01	0.01	P1
1	HanXRQChr09	148000000	149000000	0	0	0.01	0.01	P1
1	HanXRQChr09	149000000	150000000	0	0	0.01	0.01	P1
1	HanXRQChr09	150000000	151000000	0	0	0.01	0.01	P1
1	HanXRQChr09	151000000	152000000	0.34	0.26	0.43	0.17	P1
1	HanXRQChr09	152000000	153000000	0.84	0.79	0.89	0.1	P2
1	HanXRQChr09	153000000	154000000	0	0	0.01	0.01	P1
1	HanXRQChr09	154000000	155000000	0.53	0.48	0.59	0.11	admixed
1	HanXRQChr09	155000000	156000000	0.76	0.71	0.81	0.1	P2
1	HanXRQChr09	156000000	157000000	0	0	0.01	0.01	P1
1	HanXRQChr09	157000000	158000000	0	0	0.01	0.01	P1
1	HanXRQChr09	158000000	159000000	0	0	0.01	0.01	P1
1	HanXRQChr09	159000000	160000000	0.69	0.64	0.73	0.09	P2
1	HanXRQChr09	160000000	161000000	0.97	0.94	0.99	0.05	P2
1	HanXRQChr09	161000000	162000000	0.96	0.93	0.98	0.0499999999999999	P2
1	HanXRQChr09	162000000	163000000	0.97	0.93	1	0.07	P2
1	HanXRQChr09	163000000	164000000	1	0.98	1	0.02	P2
1	HanXRQChr09	164000000	165000000	0.97	0.94	0.99	0.05	P2
1	HanXRQChr09	165000000	166000000	1	0.98	1	0.02	P2
1	HanXRQChr09	166000000	167000000	1	0.98	1	0.02	P2
1	HanXRQChr09	167000000	168000000	1	0.98	1	0.02	P2
1	HanXRQChr09	168000000	169000000	0.96	0.84	1	0.16	P2
1	HanXRQChr09	169000000	170000000	1	0.91	1	0.09	P2
1	HanXRQChr09	170000000	171000000	0.96	0.93	0.99	0.0599999999999999	P2
1	HanXRQChr09	171000000	172000000	0.98	0.96	0.99	0.03	P2
1	HanXRQChr09	172000000	173000000	0.96	0.88	1	0.12	P2
1	HanXRQChr09	173000000	174000000	0.99	0.97	1	0.03	P2
1	HanXRQChr09	174000000	175000000	0.99	0.96	1	0.04	P2
1	HanXRQChr09	175000000	176000000	0.99	0.96	1	0.04	P2
1	HanXRQChr09	176000000	177000000	1	0.98	1	0.02	P2
1	HanXRQChr09	177000000	178000000	1	0.99	1	0.01	P2
1	HanXRQChr09	178000000	179000000	1	0.98	1	0.02	P2
1	HanXRQChr09	179000000	180000000	0.98	0.96	0.99	0.03	P2
1	HanXRQChr09	180000000	181000000	0.99	0.97	1	0.03	P2
1	HanXRQChr09	181000000	182000000	1	0.96	1	0.04	P2
1	HanXRQChr09	182000000	183000000	0.98	0.96	1	0.04	P2
1	HanXRQChr09	183000000	184000000	0.99	0.97	1	0.03	P2
1	HanXRQChr09	184000000	185000000	0.94	0.9	0.97	0.07	P2
1	HanXRQChr09	185000000	186000000	0	0	0.01	0.01	P1
1	HanXRQChr09	186000000	187000000	0	0	0.01	0.01	P1
1	HanXRQChr09	187000000	188000000	0	0	0.01	0.01	P1
1	HanXRQChr09	188000000	189000000	0.78	0.73	0.83	0.1	P2
1	HanXRQChr09	189000000	190000000	1	0.98	1	0.02	P2
1	HanXRQChr09	190000000	191000000	1	0.98	1	0.02	P2
1	HanXRQChr09	191000000	192000000	0.95	0.9	0.97	0.07	P2
1	HanXRQChr09	192000000	193000000	0.96	0.93	0.98	0.0499999999999999	P2
1	HanXRQChr09	193000000	194000000	0.99	0.96	1	0.04	P2
1	HanXRQChr09	194000000	195000000	0.83	0.78	0.87	0.09	P2
1	HanXRQChr09	195000000	196000000	0	0	0.01	0.01	P1
1	HanXRQChr09	197000000	198000000	0.77	0.67	0.86	0.19	P2
1	HanXRQChr09	198000000	199000000	0.48	0.45	0.52	0.07	admixed
1	HanXRQChr09	199000000	200000000	1	0.99	1	0.01	P2
1	HanXRQChr09	200000000	201000000	0	0	0.01	0.01	P1
1	HanXRQChr09	201000000	202000000	0.06	0.05	0.08	0.03	P1
1	HanXRQChr09	202000000	203000000	0.92	0.87	0.96	0.09	P2
1	HanXRQChr09	203000000	204000000	1	0.99	1	0.01	P2
1	HanXRQChr09	204000000	205000000	0.66	0.63	0.69	0.0599999999999999	P2
1	HanXRQChr09	205000000	206000000	0.96	0.93	0.98	0.0499999999999999	P2
1	HanXRQChr09	206000000	207000000	0.96	0.93	0.98	0.0499999999999999	P2
1	HanXRQChr09	207000000	208000000	0	0	0.01	0.01	P1
1	HanXRQChr09	208000000	209000000	0.01	0	0.02	0.02	P1
1	HanXRQChr09	209000000	210000000	0	0	0.02	0.02	P1
1	HanXRQChr10	0	1000000	0	0	0.17	0.17	P1
1	HanXRQChr10	1000000	2000000	0	0	0.01	0.01	P1
1	HanXRQChr10	2000000	3000000	0	0	0.03	0.03	P1
1	HanXRQChr10	3000000	4000000	0	0	0.02	0.02	P1
1	HanXRQChr10	4000000	5000000	0	0	0.03	0.03	P1
1	HanXRQChr10	5000000	6000000	0	0	0.01	0.01	P1
1	HanXRQChr10	6000000	7000000	0.95	0.89	0.99	0.1	P2
1	HanXRQChr10	7000000	8000000	0.18	0.13	0.23	0.1	P1
1	HanXRQChr10	8000000	9000000	0.8	0.74	0.86	0.12	P2
1	HanXRQChr10	9000000	10000000	0.38	0.31	0.46	0.15	P1
1	HanXRQChr10	10000000	11000000	0.72	0.65	0.78	0.13	P2
1	HanXRQChr10	11000000	12000000	0.13	0.07	0.19	0.12	P1
1	HanXRQChr10	12000000	13000000	0	0	0.01	0.01	P1
1	HanXRQChr10	13000000	14000000	0.64	0.57	0.69	0.12	P2
1	HanXRQChr10	14000000	15000000	0.47	0.41	0.52	0.11	admixed
1	HanXRQChr10	15000000	16000000	0.46	0.38	0.53	0.15	admixed
1	HanXRQChr10	16000000	17000000	0.92	0.88	0.94	0.0599999999999999	P2
1	HanXRQChr10	17000000	18000000	0	0	0.09	0.09	P1
1	HanXRQChr10	18000000	19000000	0	0	0.09	0.09	P1
1	HanXRQChr10	19000000	20000000	0	0	0.02	0.02	P1
1	HanXRQChr10	20000000	21000000	0	0	0.02	0.02	P1
1	HanXRQChr10	21000000	22000000	0	0	0.01	0.01	P1
1	HanXRQChr10	22000000	23000000	0	0	0.02	0.02	P1
1	HanXRQChr10	23000000	24000000	0	0	0.02	0.02	P1
1	HanXRQChr10	24000000	25000000	0	0	0.01	0.01	P1
1	HanXRQChr10	25000000	26000000	0.25	0.19	0.32	0.13	P1
1	HanXRQChr10	26000000	27000000	0.98	0.95	1	0.05	P2
1	HanXRQChr10	27000000	28000000	1	0.96	1	0.04	P2
1	HanXRQChr10	28000000	29000000	0.98	0.94	1	0.0600000000000001	P2
1	HanXRQChr10	29000000	30000000	0.93	0.84	0.98	0.14	P2
1	HanXRQChr10	30000000	31000000	0.94	0.87	0.99	0.12	P2
1	HanXRQChr10	31000000	32000000	0.95	0.88	0.99	0.11	P2
1	HanXRQChr10	32000000	33000000	0.96	0.92	0.99	0.07	P2
1	HanXRQChr10	33000000	34000000	0.96	0.86	1	0.14	P2
1	HanXRQChr10	34000000	35000000	0.99	0.96	1	0.04	P2
1	HanXRQChr10	35000000	36000000	0.97	0.92	1	0.08	P2
1	HanXRQChr10	36000000	37000000	0.97	0.92	1	0.08	P2
1	HanXRQChr10	37000000	38000000	1	0.98	1	0.02	P2
1	HanXRQChr10	38000000	39000000	0.99	0.96	1	0.04	P2
1	HanXRQChr10	39000000	40000000	1	0.98	1	0.02	P2
1	HanXRQChr10	40000000	41000000	0.99	0.94	1	0.0600000000000001	P2
1	HanXRQChr10	41000000	42000000	1	0.9	1	0.1	P2
1	HanXRQChr10	42000000	43000000	1	0.95	1	0.05	P2
1	HanXRQChr10	43000000	44000000	0.98	0.95	1	0.05	P2
1	HanXRQChr10	44000000	45000000	0.96	0.88	1	0.12	P2
1	HanXRQChr10	45000000	46000000	0.99	0.95	1	0.05	P2
1	HanXRQChr10	46000000	47000000	1	0.97	1	0.03	P2
1	HanXRQChr10	47000000	48000000	0.98	0.94	1	0.0600000000000001	P2
1	HanXRQChr10	48000000	49000000	0.97	0.91	1	0.09	P2
1	HanXRQChr10	49000000	50000000	1	0.96	1	0.04	P2
1	HanXRQChr10	50000000	51000000	0.98	0.93	1	0.07	P2
1	HanXRQChr10	51000000	52000000	0.97	0.95	0.99	0.04	P2
1	HanXRQChr10	52000000	53000000	0.98	0.94	1	0.0600000000000001	P2
1	HanXRQChr10	53000000	54000000	0	0	0.03	0.03	P1
1	HanXRQChr10	54000000	55000000	0	0	0.01	0.01	P1
1	HanXRQChr10	55000000	56000000	0	0	0.1	0.1	P1
1	HanXRQChr10	56000000	57000000	0	0	0.02	0.02	P1
1	HanXRQChr10	58000000	59000000	0.99	0.92	1	0.08	P2
1	HanXRQChr10	59000000	60000000	0	0	0.03	0.03	P1
1	HanXRQChr10	60000000	61000000	0	0	0.14	0.14	P1
1	HanXRQChr10	61000000	62000000	0	0	0.05	0.05	P1
1	HanXRQChr10	62000000	63000000	0	0	0.01	0.01	P1
1	HanXRQChr10	63000000	64000000	0	0	0.02	0.02	P1
1	HanXRQChr10	64000000	65000000	0	0	0.02	0.02	P1
1	HanXRQChr10	65000000	66000000	0	0	0.01	0.01	P1
1	HanXRQChr10	66000000	67000000	0	0	0.02	0.02	P1
1	HanXRQChr10	67000000	68000000	0	0	0.1	0.1	P1
1	HanXRQChr10	68000000	69000000	0	0	0.01	0.01	P1
1	HanXRQChr10	69000000	70000000	0	0	0.01	0.01	P1
1	HanXRQChr10	70000000	71000000	0.02	0	0.1	0.1	P1
1	HanXRQChr10	72000000	73000000	0	0	0.02	0.02	P1
1	HanXRQChr10	73000000	74000000	0	0	0.02	0.02	P1
1	HanXRQChr10	74000000	75000000	0	0	0.13	0.13	P1
1	HanXRQChr10	75000000	76000000	0	0	0.02	0.02	P1
1	HanXRQChr10	76000000	77000000	0	0	0.01	0.01	P1
1	HanXRQChr10	77000000	78000000	0	0	0.01	0.01	P1
1	HanXRQChr10	78000000	79000000	0	0	0.01	0.01	P1
1	HanXRQChr10	79000000	80000000	0	0	0.03	0.03	P1
1	HanXRQChr10	80000000	81000000	0	0	0.03	0.03	P1
1	HanXRQChr10	81000000	82000000	0	0	0.04	0.04	P1
1	HanXRQChr10	82000000	83000000	0	0	0.01	0.01	P1
1	HanXRQChr10	83000000	84000000	0	0	0.01	0.01	P1
1	HanXRQChr10	84000000	85000000	0	0	0.08	0.08	P1
1	HanXRQChr10	85000000	86000000	0	0	0.01	0.01	P1
1	HanXRQChr10	86000000	87000000	0	0	0.24	0.24	P1
1	HanXRQChr10	87000000	88000000	0	0	0.02	0.02	P1
1	HanXRQChr10	88000000	89000000	0	0	0.02	0.02	P1
1	HanXRQChr10	89000000	90000000	0	0	0.01	0.01	P1
1	HanXRQChr10	90000000	91000000	0	0	0.01	0.01	P1
1	HanXRQChr10	91000000	92000000	0	0	0.02	0.02	P1
1	HanXRQChr10	92000000	93000000	0	0	0.01	0.01	P1
1	HanXRQChr10	93000000	94000000	0	0	0.01	0.01	P1
1	HanXRQChr10	94000000	95000000	0	0	0.01	0.01	P1
1	HanXRQChr10	95000000	96000000	0	0	0.01	0.01	P1
1	HanXRQChr10	96000000	97000000	0	0	0.02	0.02	P1
1	HanXRQChr10	97000000	98000000	0	0	0.04	0.04	P1
1	HanXRQChr10	98000000	99000000	0	0	0.01	0.01	P1
1	HanXRQChr10	99000000	100000000	0	0	0.01	0.01	P1
1	HanXRQChr10	100000000	101000000	0	0	0.01	0.01	P1
1	HanXRQChr10	101000000	102000000	0	0	0.01	0.01	P1
1	HanXRQChr10	102000000	103000000	0	0	0.01	0.01	P1
1	HanXRQChr10	103000000	104000000	0	0	0.02	0.02	P1
1	HanXRQChr10	104000000	105000000	0	0	0.01	0.01	P1
1	HanXRQChr10	105000000	106000000	0	0	0.01	0.01	P1
1	HanXRQChr10	106000000	107000000	0	0	0.01	0.01	P1
